"husage","husunion","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","exper","kidlt6","lwage"
43,0,600,15,0,0,40,0,350,35,0,18,0,0,11,1,2.169054
30,1,637,16,0,0,16,0,555,29,0,16,0,0,7,1,2.630089
37,0,359,14,0,0,40,1,399,40,0,13,0,0,21,0,2.300082
30,1,595,14,0,1,48,0,430,30,0,16,1,0,8,1,2.374906
62,0,580,10,0,0,40,0,500,58,0,14,0,0,38,0,2.407946
55,0,1500,18,0,0,45,0,770,55,0,12,0,0,37,0,2.839728
58,0,500,14,0,0,44,0,240,54,0,12,0,0,36,0,1.791759
40,0,600,14,1,0,40,0,480,40,1,14,0,1,20,0,2.484907
40,0,1500,16,0,0,40,1,500,43,0,13,0,0,24,0,2.525729
30,0,1000,16,0,0,50,0,175,28,0,16,0,0,6,0,1.986732
36,1,460,13,0,0,0,1,258,32,0,12,0,0,14,0,1.746297
26,0,700,12,0,0,40,0,500,28,0,12,0,0,10,0,2.525729
58,0,550,16,0,0,32,0,155,52,0,16,0,0,30,0,1.747588
60,0,264,10,0,0,16,0,348,54,0,10,0,1,38,0,2.163323
52,0,1000,16,0,0,30,0,520,36,0,16,0,0,14,0,2.788093
56,0,960,18,0,0,60,0,500,50,0,18,0,0,26,0,2.525729
24,0,615,16,0,0,40,0,346,24,0,16,0,0,2,0,2.157559
27,0,436,13,0,0,40,0,350,26,0,14,0,0,6,0,2.169054
32,1,760,12,0,0,54,0,84,31,0,12,0,1,13,1,1.658228
50,0,320,12,0,0,49,1,270,48,0,12,0,0,30,0,2.379546
38,0,410,16,0,0,40,1,450,38,0,12,1,0,20,0,2.70805
43,0,600,14,0,0,0,1,325,38,0,12,0,0,20,0,1.977163
41,0,650,16,0,0,50,0,500,26,0,16,0,0,4,1,2.302585
32,0,250,16,0,0,40,0,500,29,0,14,0,0,9,1,2.525729
39,1,1300,13,0,0,0,1,296,38,0,8,0,0,24,0,2.00148
40,0,300,14,0,0,40,1,240,38,0,12,0,0,20,0,1.791759
36,0,1300,16,1,0,50,0,800,37,1,16,0,1,15,1,3.688879
32,0,528,13,0,0,55,0,270,31,0,12,0,0,13,1,1.909543
25,0,340,13,0,0,40,0,380,24,0,12,0,0,6,1,2.251292
39,0,600,18,0,0,40,0,570,38,0,16,0,0,16,1,2.8799
46,0,615,12,0,1,39,0,300,53,0,12,1,0,35,0,2.014903
41,0,350,13,0,0,0,1,389,39,0,13,0,0,20,0,2.2747
50,1,460,9,0,0,40,0,210,47,0,12,0,0,29,0,2.456736
33,0,415,12,0,0,50,0,285,32,0,12,0,0,14,1,1.96361
67,0,1923,18,0,0,40,0,900,52,0,14,0,0,32,0,3.218876
40,0,475,12,0,0,60,1,258,43,0,12,0,0,25,0,2.151762
37,0,532,16,0,0,38,0,520,38,0,16,0,0,16,1,2.564949
31,0,200,10,0,0,60,0,472,58,0,9,0,0,43,0,2.4681
29,0,420,12,0,0,40,0,150,31,0,12,0,0,13,0,1.609438
41,0,250,11,1,0,32,1,349,38,1,9,0,0,23,0,2.166193
37,0,400,18,0,0,60,0,546,35,0,16,0,0,13,1,2.613739
39,0,808,14,0,0,40,1,94,38,0,13,0,0,19,0,1.547562
26,0,320,16,0,0,40,0,280,23,0,16,0,0,1,0,1.94591
37,0,600,12,0,0,80,1,430,36,0,14,0,0,16,0,2.192584
49,1,414,12,1,0,32,1,885,47,0,18,0,0,23,0,3.23024
53,0,325,16,0,0,46,0,32,43,1,12,0,0,25,0,1.163151
41,0,540,11,0,0,48,1,342,42,0,15,0,0,21,0,2.145931
29,1,600,13,0,0,50,0,1500,29,0,12,0,0,11,1,3.624341
25,0,500,12,0,0,55,0,230,24,0,12,0,0,6,1,1.7492
45,1,900,17,0,0,46,1,550,45,0,14,0,0,25,0,2.75457
28,0,332,12,0,0,40,0,320,25,0,14,0,0,5,1,2.079442
29,0,900,17,0,0,40,1,308,29,0,16,0,0,7,0,2.04122
46,0,820,16,0,0,32,0,195,45,0,12,0,1,27,0,1.871802
22,0,280,13,0,0,41,0,225,23,0,13,0,0,4,0,1.727221
52,0,366,9,0,0,40,0,160,44,0,13,0,1,25,0,1.519826
47,1,320,8,0,0,12,0,150,39,0,12,0,0,21,0,1.544899
34,0,807,16,0,0,18,0,713,34,0,16,0,0,12,0,2.762819
21,0,288,12,0,0,40,0,36,18,0,10,0,0,2,1,1.504077
44,1,600,12,0,0,40,1,224,39,0,13,0,0,20,0,1.94591
58,0,600,12,0,0,32,1,700,39,0,13,0,0,20,0,3.149883
40,1,548,17,0,0,40,1,252,39,0,12,0,0,21,0,1.84055
42,0,500,12,1,0,40,1,240,42,1,12,0,0,24,0,1.791759
27,1,342,12,0,0,40,1,345,25,0,12,0,0,7,0,2.154665
34,0,575,12,0,0,40,0,395,33,0,12,0,0,15,0,2.290006
51,0,176,15,0,0,40,1,304,44,0,12,0,1,26,0,2.028148
40,0,450,13,0,0,40,1,664,41,0,17,0,0,18,0,2.942934
54,0,1200,16,0,0,40,0,165,51,0,12,0,0,33,0,1.704748
47,0,880,12,0,0,44,0,150,47,0,12,0,0,29,0,1.791759
43,0,1307,16,0,0,60,1,350,42,0,16,0,1,20,0,2.456736
24,0,264,10,0,0,40,0,200,20,0,12,0,0,2,0,1.609438
32,0,196,14,1,0,40,0,212,31,1,14,0,0,11,0,1.667707
55,0,396,12,1,0,40,1,700,43,1,17,0,0,20,0,2.862201
49,0,300,12,1,0,40,0,135,52,1,12,0,0,34,0,1.439539
50,0,920,12,0,0,40,0,675,46,0,16,0,0,24,0,3.048977
54,0,900,14,0,0,45,0,900,54,0,18,0,0,30,0,3.113515
59,1,800,12,0,0,40,0,132,56,0,8,0,0,42,0,1.704748
45,0,777,18,0,0,40,1,89,44,0,13,0,0,25,0,2.00373
48,1,550,12,0,0,45,0,770,45,0,12,0,0,27,0,3.091043
52,1,600,9,1,1,40,0,450,45,1,12,1,1,27,0,2.5539
32,0,550,12,0,0,40,1,130,35,0,14,0,0,15,0,1.466337
49,1,680,14,0,0,40,0,334,48,0,12,0,0,30,0,2.815409
33,0,560,11,0,0,40,1,210,27,0,8,0,0,13,0,1.658228
30,0,260,12,0,0,64,0,79,29,0,13,0,0,10,1,1.661398
42,1,1120,12,0,0,50,0,320,37,0,12,0,0,19,0,2.079442
24,0,388,12,0,0,40,0,300,25,0,16,0,0,3,0,2.014903
30,0,961,16,0,0,30,0,653,29,0,16,0,0,7,1,2.792698
50,1,512,16,0,0,40,1,500,48,0,18,0,0,24,0,2.525729
32,0,700,9,0,1,50,1,100,33,0,9,1,0,18,0,1.609438
43,1,371,12,0,0,54,0,280,41,0,12,0,0,23,0,1.94591
39,0,280,12,0,0,40,1,340,38,0,12,0,0,20,0,2.140066
57,0,300,12,1,0,32,0,210,51,1,4,0,0,41,0,1.658228
49,0,400,12,0,0,45,0,425,48,0,17,0,0,25,0,2.496741
25,0,338,14,0,0,40,1,300,28,0,12,0,0,10,0,2.014903
42,0,250,13,0,0,30,1,600,41,0,13,0,0,22,0,2.70805
37,1,556,12,0,0,40,0,320,33,0,12,0,0,15,1,2.079442
49,0,140,13,0,0,72,0,600,49,0,14,0,0,29,0,2.302585
46,0,660,12,0,0,8,0,420,45,0,12,0,1,27,0,2.351375
34,1,594,16,0,0,40,1,545,39,0,18,0,1,15,0,2.717267
45,0,275,7,1,0,72,0,30,33,0,12,0,0,15,0,1.609438
39,0,600,17,0,0,40,0,414,36,0,12,0,0,18,1,2.336987
37,1,500,12,0,0,50,0,452,29,0,12,0,1,11,1,2.424803
38,0,653,17,0,0,40,1,423,37,0,16,0,0,15,0,2.581636
43,0,640,16,0,0,40,0,300,34,0,18,0,0,10,1,2.238047
42,0,280,18,0,0,40,1,660,39,0,18,0,0,15,0,2.685577
39,1,360,16,0,0,40,1,320,36,0,16,0,0,14,0,2.079442
37,0,480,12,0,0,40,1,5,36,0,12,0,0,18,0,1.609438
46,0,400,12,0,0,40,0,400,46,0,10,0,0,30,0,2.772589
48,0,300,13,0,0,44,0,308,42,0,13,0,0,23,0,2.04122
49,1,350,12,1,0,40,0,125,48,1,13,0,0,29,0,1.832582
28,0,750,16,0,0,50,0,750,28,0,17,0,0,5,0,2.70805
40,0,425,12,0,0,58,1,150,45,0,16,0,0,23,0,1.455287
32,0,400,12,0,0,60,0,142,31,0,16,0,0,9,0,1.911305
61,0,50,16,0,0,7,0,20,58,0,18,0,0,34,0,1.203973
55,0,300,14,0,0,38,0,750,50,0,15,0,0,29,0,2.931194
29,0,750,16,0,0,40,0,865,29,0,16,0,0,7,0,3.07385
33,0,700,17,0,0,40,0,700,33,0,16,0,0,11,0,2.862201
30,1,1008,14,0,0,40,0,900,29,0,14,0,0,9,0,3.113515
36,1,360,16,0,0,42,0,212,30,0,13,0,0,11,0,1.667707
49,1,700,8,0,0,0,0,400,44,0,12,0,0,26,0,2.302585
53,0,388,12,0,0,40,0,360,50,0,12,0,0,32,0,2.420368
61,0,408,9,0,0,40,0,606,58,0,12,0,0,40,0,2.718
32,0,600,12,0,0,60,0,400,32,0,12,0,0,14,0,2.302585
44,0,730,12,0,0,45,0,180,43,0,14,0,0,23,0,2.014903
40,0,364,12,0,0,40,1,110,38,0,8,0,0,24,0,1.99243
30,0,900,16,0,0,50,0,960,26,0,16,0,0,4,0,3.178054
45,0,1111,16,0,0,60,0,156,41,0,12,0,0,23,1,1.871802
36,1,470,12,0,0,19,1,279,34,0,12,0,0,16,0,1.942332
39,0,800,12,0,0,60,1,150,39,0,12,0,0,21,0,2.014903
33,0,540,12,0,0,45,0,280,31,0,12,0,0,13,1,1.94591
28,0,577,13,0,0,45,0,538,28,0,14,0,0,8,1,2.481196
31,0,260,13,0,0,50,0,137,31,0,15,0,0,10,1,1.518784
52,0,481,12,0,0,40,0,308,51,0,12,1,0,33,0,2.04122
43,0,550,14,0,0,40,0,600,53,0,16,0,1,31,0,2.590267
39,0,321,13,0,0,49,1,200,36,0,12,0,0,18,0,1.609438
39,0,534,12,0,0,38,1,605,28,0,12,0,1,10,0,2.716349
53,0,320,12,1,0,40,0,320,49,1,11,0,0,32,0,2.079442
30,0,900,18,0,0,32,0,876,30,0,16,0,0,8,0,2.968704
29,0,240,5,0,1,40,0,158,30,0,8,1,0,16,1,1.373716
29,0,240,5,0,1,40,0,158,30,0,8,1,0,16,1,1.373716
47,0,460,12,0,0,32,0,500,49,0,12,0,0,31,0,2.65926
52,0,220,12,0,0,40,0,280,40,0,12,0,0,22,1,1.94591
26,0,750,16,0,0,40,0,356,25,0,16,0,0,3,0,2.186051
31,0,1000,18,0,0,65,0,173,30,0,16,0,0,8,1,2.157559
26,0,480,5,0,1,48,0,330,24,0,9,1,0,9,1,1.99243
57,0,850,14,0,0,45,0,400,51,0,16,0,0,29,0,2.302585
49,0,302,17,0,0,40,1,420,41,0,14,0,0,21,0,2.351375
49,0,684,12,0,0,40,0,407,51,0,12,0,0,33,0,1.914469
33,0,827,14,0,0,50,0,455,32,0,15,0,0,11,1,2.7191
41,1,567,18,0,0,20,1,500,38,0,18,0,1,14,0,2.302585
36,1,180,12,0,0,40,1,220,35,0,12,0,1,17,0,1.704748
29,0,960,18,0,0,45,0,960,26,0,16,0,0,4,0,3.178054
32,0,400,12,0,0,57,0,340,31,0,12,0,0,13,1,2.140066
24,0,550,16,0,0,40,0,240,24,0,16,0,0,2,0,1.791759
53,1,340,14,0,0,40,0,225,53,0,16,0,0,31,0,1.860752
27,0,654,10,0,0,40,1,360,30,0,12,0,0,12,0,2.197225
30,0,450,12,0,0,40,1,320,29,0,10,0,0,13,0,2.079442
36,0,275,14,0,0,85,1,113,31,0,8,0,0,17,0,1.549334
52,0,320,18,0,0,32,1,260,43,0,18,0,0,19,0,2.159484
49,0,400,12,0,0,40,0,240,46,0,12,0,0,28,0,2.014903
47,0,640,18,0,0,40,0,520,46,0,18,0,0,22,0,2.564949
43,1,400,8,0,0,40,1,241,41,0,12,0,1,23,0,2.0836
38,0,1100,17,0,0,60,1,75,37,0,16,0,0,15,0,2.120264
50,0,1050,18,0,0,48,1,890,41,0,18,0,0,17,0,2.879198
34,0,1300,18,0,0,20,0,25,29,0,16,0,0,7,1,1.609438
51,0,240,13,0,0,40,0,600,52,0,12,0,0,34,0,2.70805
57,1,740,14,0,0,32,0,650,56,0,14,0,0,36,0,2.788093
30,0,420,12,0,0,32,1,460,28,0,12,0,0,10,0,2.575878
44,0,690,12,0,0,44,1,80,39,0,12,0,0,21,0,0.916291
37,0,700,13,0,0,50,0,400,40,0,12,0,0,22,0,2.079442
36,0,500,12,0,0,40,1,750,38,0,16,0,0,16,0,3.036554
51,0,480,4,0,1,40,0,240,48,0,4,1,0,38,0,1.791759
38,0,784,12,0,1,48,1,280,32,0,10,1,0,16,0,1.94591
44,0,635,12,1,0,40,1,349,43,1,12,0,1,25,0,2.166193
44,0,750,13,0,0,40,0,200,38,0,13,0,0,19,1,2.525729
32,0,600,15,0,0,43,0,369,26,0,16,0,0,4,0,2.221917
36,0,550,13,0,1,50,0,318,34,0,14,1,0,14,1,2.073172
56,0,925,14,0,0,49,0,486,53,0,14,0,1,33,0,2.497329
54,1,502,13,0,0,40,0,475,51,0,12,0,1,33,0,2.474435
35,0,450,15,0,0,32,0,225,34,0,16,0,0,12,1,1.727221
30,0,597,16,0,0,38,0,594,27,0,15,0,1,6,0,3.208826
30,0,750,13,0,0,48,0,247,30,0,12,0,0,12,1,1.925869
36,0,625,14,0,0,32,0,604,37,0,12,0,0,19,0,2.714695
32,0,900,16,0,0,60,0,700,35,0,16,0,0,13,1,2.862201
53,1,1600,12,0,0,40,0,1200,46,0,14,0,1,26,0,3.401197
42,0,546,18,0,0,80,1,306,39,0,16,0,0,17,0,2.727853
39,0,650,12,0,0,50,1,506,40,0,12,0,0,22,0,2.419874
34,0,170,12,1,0,40,1,250,31,1,12,0,0,13,0,1.832582
56,0,400,10,0,0,40,1,400,44,0,14,0,0,24,0,3.218876
38,1,635,12,0,0,37,0,50,37,0,18,0,0,13,1,1.832582
42,0,1538,18,0,0,40,1,1057,29,0,14,0,1,9,0,3.274311
62,0,156,16,0,0,26,0,650,59,0,12,0,0,41,0,2.788093
33,1,538,16,0,0,80,0,480,33,0,16,0,1,11,1,2.484907
48,0,500,16,0,0,60,0,240,32,0,14,0,0,12,1,2.014903
31,1,525,15,0,0,0,1,527,32,0,14,0,1,12,0,2.578321
58,0,440,8,0,0,40,0,624,44,0,12,0,0,26,0,2.747271
43,0,445,13,0,0,45,1,325,43,0,12,0,0,25,0,2.094946
34,0,170,12,0,0,40,0,342,32,0,16,0,0,10,1,2.279463
48,0,1045,16,0,1,40,0,400,52,0,12,1,0,34,0,2.302585
40,0,240,12,0,0,40,1,186,37,0,12,0,0,19,0,1.536867
52,1,440,14,0,0,40,1,1200,45,0,17,0,0,22,0,3.401197
37,0,1300,16,0,0,50,1,280,37,0,12,0,0,19,0,1.94591
43,0,300,12,0,0,40,1,350,40,0,12,0,0,22,0,2.392197
37,0,492,12,0,0,42,1,320,35,0,12,0,0,17,0,3.129264
34,0,770,16,0,0,40,1,138,35,0,16,0,0,13,0,1.461518
52,0,750,18,0,0,40,0,248,38,0,12,0,0,20,0,1.958081
42,0,750,12,0,0,40,1,1000,37,0,18,0,0,13,0,3.218876
40,0,540,12,0,0,40,1,1250,35,0,12,0,0,17,0,3.665163
37,0,700,16,0,0,40,1,335,34,0,12,0,0,16,0,2.125251
52,0,662,12,0,0,40,0,420,36,0,12,0,0,18,0,2.351375
28,0,358,9,0,1,40,0,364,42,0,12,1,0,24,1,2.208274
29,0,687,12,0,0,75,0,360,25,0,13,0,1,6,0,2.197225
36,0,550,16,0,0,60,0,500,43,0,12,0,0,25,0,2.525729
40,0,900,12,0,0,50,1,400,31,0,16,0,0,9,0,2.302585
48,0,440,12,0,0,84,1,136,43,0,9,0,0,28,0,1.511457
28,0,760,10,0,0,24,0,348,30,0,17,0,0,7,1,2.961831
30,0,692,13,0,0,44,0,413,31,0,16,0,0,9,1,2.216785
31,0,170,8,0,0,40,1,180,28,0,10,0,0,12,0,1.504077
52,0,1060,18,0,0,40,1,267,55,0,16,0,0,33,0,1.898369
43,1,870,12,0,0,40,0,700,42,0,12,0,0,24,0,2.862201
31,0,210,12,0,0,15,0,186,27,0,11,0,0,10,1,1.536867
32,0,450,17,0,0,40,0,340,29,0,16,0,0,7,1,2.650892
51,1,640,11,1,0,40,0,520,47,1,12,0,0,29,0,2.564949
34,0,450,14,0,0,40,0,500,35,0,15,0,0,14,1,2.813411
56,0,1050,18,0,0,50,0,1050,42,0,18,0,0,18,0,3.044523
36,0,1500,16,0,0,40,0,1500,36,0,14,0,0,16,1,3.624341
40,0,344,12,0,0,37,0,808,48,0,12,0,0,30,0,3.005683
54,0,1000,16,0,0,40,1,227,53,0,16,0,0,31,0,2.380428
44,1,600,16,0,0,60,1,550,39,0,16,0,1,17,0,2.503256
44,0,872,16,0,0,45,1,201,43,0,16,0,0,21,0,1.837569
38,0,657,15,0,0,60,0,750,34,0,12,1,0,16,1,2.430418
54,0,1200,16,0,0,55,0,700,47,0,16,0,0,25,0,2.302585
40,0,340,7,0,1,40,1,200,38,0,10,1,0,22,0,1.609438
32,0,800,9,0,0,40,0,280,32,0,12,0,0,14,0,1.94591
30,0,550,12,0,0,40,0,300,28,0,12,0,0,10,1,2.014903
44,0,1923,18,0,0,50,0,416,43,0,18,0,0,19,0,3.258096
37,0,360,13,0,0,40,0,720,27,0,14,0,0,7,0,2.890372
33,0,625,14,0,0,60,0,550,28,0,14,1,0,8,0,2.621039
45,0,1923,16,0,0,40,0,650,44,0,12,0,0,26,0,2.788093
37,0,600,12,0,0,50,0,310,23,0,13,0,0,4,0,2.047693
37,0,500,12,0,0,42,1,240,36,0,12,0,0,18,0,1.791759
44,0,120,4,0,1,30,1,106,36,0,6,1,0,24,0,1.444563
29,0,300,12,1,0,48,0,300,30,1,12,0,0,12,1,2.014903
57,0,550,11,0,0,40,1,100,46,0,12,0,0,28,0,1.427116
53,0,1200,12,0,0,40,0,341,53,0,12,0,0,35,0,2.83615
43,0,850,18,0,0,50,0,300,43,0,15,0,0,22,0,2.120264
50,0,1800,16,0,0,24,0,168,46,0,16,0,0,24,0,1.722767
29,0,600,12,0,0,32,0,340,28,0,12,0,0,10,0,2.140066
50,0,400,12,0,0,40,0,400,38,0,14,0,1,18,0,2.302585
48,0,300,12,0,0,50,1,150,47,0,12,0,0,29,0,1.455287
37,0,503,15,0,0,45,0,50,31,0,16,0,0,9,1,0.733969
28,0,500,12,0,0,50,0,320,30,0,12,0,0,12,0,2.079442
25,0,520,16,0,0,50,0,420,25,0,16,0,0,3,0,2.351375
42,0,440,16,0,0,40,1,98,35,0,14,0,0,15,0,1.876917
66,0,1250,16,0,0,40,0,80,57,0,12,0,0,39,0,2.302585
32,0,600,16,0,0,60,0,400,37,0,12,1,1,19,0,2.327903
46,0,1923,14,0,0,40,0,100,43,0,12,0,0,25,0,1.609438
30,0,400,16,1,0,40,0,500,32,1,16,0,0,10,1,2.525729
34,1,383,10,0,0,45,0,332,35,0,12,0,0,17,0,2.116256
48,0,1000,12,0,0,45,0,165,43,0,12,0,0,25,0,2.110213
33,0,592,12,0,0,34,0,473,32,0,12,1,0,14,0,2.352433
32,1,596,18,0,0,48,0,600,29,0,18,0,1,5,1,2.590267
38,0,1200,13,0,0,40,1,170,37,0,12,0,0,19,0,1.446919
60,1,1000,13,0,0,70,0,336,59,0,15,0,0,38,0,2.639057
37,0,602,11,1,0,50,1,426,35,1,14,0,0,15,0,2.36556
53,1,409,15,0,0,16,0,240,47,0,9,0,0,32,0,1.791759
47,0,865,12,0,0,50,1,595,44,0,15,0,0,23,0,2.833213
37,0,1000,16,1,0,45,0,400,36,1,16,0,0,14,1,2.302585
40,0,880,12,0,0,40,1,450,32,0,16,0,0,10,0,2.420368
30,0,553,16,0,0,40,0,538,28,0,16,0,0,6,0,2.598979
49,0,750,12,0,0,40,0,360,48,0,12,0,0,30,0,2.197225
50,0,1600,12,0,0,32,0,400,50,0,12,0,1,32,0,2.302585
28,0,460,16,0,0,45,0,230,34,0,16,0,0,12,0,3.135494
41,0,650,13,0,0,50,1,800,36,0,16,0,0,14,0,3.129264
40,0,1100,16,0,0,50,1,600,39,0,16,0,1,17,0,3.178054
26,0,210,12,0,0,35,0,250,26,0,12,0,0,8,0,1.832582
32,1,480,16,1,0,40,0,85,36,0,12,1,0,18,1,-0.162519
48,0,1500,16,0,0,40,0,550,38,0,15,0,0,17,0,2.621039
48,1,600,16,1,0,40,1,640,49,1,18,0,1,25,0,2.772589
56,0,385,12,1,0,45,0,260,51,1,12,0,0,33,0,1.871802
34,1,541,12,0,0,56,1,468,32,0,12,0,1,14,0,2.277267
46,1,608,12,1,0,40,0,286,44,1,12,0,0,26,0,1.967112
40,0,1500,18,0,0,80,0,440,39,0,18,0,0,15,0,2.397895
33,0,750,13,0,0,50,1,250,34,0,13,0,0,15,0,1.832582
56,0,819,14,0,0,40,0,329,57,0,12,0,0,39,0,2.330322
42,0,1923,16,0,0,50,0,730,34,0,13,0,0,15,0,2.786382
60,1,568,12,0,0,40,0,214,53,0,12,1,0,35,0,1.964779
34,0,800,16,0,0,24,0,400,30,0,16,0,0,8,1,2.995732
32,0,1000,16,0,0,40,0,1000,33,0,12,0,0,15,0,3.218876
35,1,715,13,0,0,40,0,300,34,0,12,0,0,16,1,2.525729
41,0,800,16,0,0,55,0,700,36,0,12,0,0,18,1,2.862201
37,0,460,12,1,0,40,1,220,35,1,12,0,0,17,0,1.704748
44,0,160,14,0,0,51,0,260,49,0,12,0,0,31,0,1.871802
56,0,692,18,0,0,40,0,1154,52,0,18,0,0,28,0,3.043656
24,0,800,14,0,0,48,0,290,25,0,14,0,0,5,0,2.268684
39,0,671,16,1,0,99,0,900,35,1,18,0,1,11,1,3.113515
32,0,1350,18,0,0,45,0,400,33,0,18,0,0,9,0,2.302585
60,0,260,12,0,0,40,0,400,51,0,16,0,1,29,0,2.436116
42,0,1000,16,0,0,40,1,340,38,0,16,0,0,16,0,2.140066
28,0,360,14,0,0,43,0,200,29,0,12,0,0,11,1,1.609438
33,0,350,16,0,0,40,1,330,33,0,13,0,0,14,0,2.110213
42,0,500,18,0,0,58,1,450,38,0,18,0,0,14,0,2.302585
37,0,500,14,0,0,50,0,400,35,0,16,0,0,13,1,2.302585
48,0,1500,18,0,0,45,1,692,46,0,18,0,1,22,0,3.361532
43,0,600,16,0,0,46,1,500,41,0,17,0,0,18,0,2.525729
50,0,1150,18,0,0,40,0,560,47,0,16,0,0,25,0,2.862201
36,0,405,12,0,0,50,1,170,34,0,8,0,0,20,0,1.446919
48,0,300,12,0,0,60,0,245,50,0,12,0,0,32,0,1.812379
30,0,640,16,0,0,40,0,420,26,0,16,0,0,4,0,2.351375
60,0,100,12,0,0,16,0,150,53,0,10,0,0,37,0,1.321756
34,0,1200,13,0,0,40,1,250,35,0,12,0,0,17,0,1.966113
44,0,600,17,0,0,55,1,720,43,0,17,0,1,20,0,2.772589
46,1,840,11,0,0,60,1,130,46,0,16,0,0,24,0,1.871802
27,0,400,12,0,0,50,0,225,26,0,12,0,0,8,1,1.427116
46,0,1500,16,0,0,50,0,260,47,0,12,0,0,29,0,2.094946
54,0,232,13,0,0,40,0,293,51,0,14,0,0,31,0,1.991293
36,0,244,12,0,0,40,0,254,37,0,12,0,0,19,1,2.136137
33,0,500,10,0,0,45,0,175,44,0,11,0,0,27,0,1.475906
56,0,360,12,0,0,50,0,160,56,0,8,0,0,42,0,1.609438
32,0,228,12,0,0,53,0,144,31,0,12,0,0,13,1,1.414465
36,0,280,16,0,0,56,0,20,32,0,9,0,0,17,1,1.203973
30,0,800,15,0,0,45,0,250,31,0,12,0,0,13,0,1.832582
39,0,650,16,0,0,60,1,202,41,0,14,0,0,21,0,2.535679
51,1,680,12,0,0,48,0,450,51,0,12,0,1,33,0,2.420368
55,0,175,12,0,0,0,0,232,51,0,10,0,0,35,0,1.757858
26,0,450,14,0,0,40,0,250,26,0,12,0,0,8,0,1.832582
35,0,680,12,1,0,45,0,400,43,0,12,0,0,25,0,2.184802
53,1,560,12,0,0,48,0,134,40,0,12,0,0,22,0,1.902107
34,1,750,14,0,0,56,1,270,34,0,12,0,0,16,0,1.909543
31,0,440,12,0,0,40,0,200,25,0,12,0,0,7,0,1.832582
48,0,710,16,0,0,48,0,525,37,0,15,0,0,16,0,2.574519
36,0,600,11,1,0,41,0,190,40,1,11,0,0,23,0,1.691676
46,1,500,17,0,0,50,1,588,44,0,15,0,1,23,0,2.687847
30,1,629,12,0,0,40,0,312,31,0,12,0,0,13,1,2.054124
26,0,500,15,0,0,72,0,394,22,0,13,0,0,3,0,1.969018
24,0,401,12,0,0,64,0,240,24,0,14,0,0,4,1,2.014903
37,0,650,14,0,0,48,0,103,36,0,12,0,0,18,1,1.456675
38,0,640,13,0,0,40,1,30,38,0,13,0,0,19,0,2.014903
45,0,1019,16,0,0,40,1,224,44,0,12,0,0,26,0,1.856298
33,0,800,12,0,0,40,1,200,30,0,10,0,0,14,0,1.609438
57,0,520,18,0,0,36,0,85,50,0,12,0,0,32,0,1.446919
49,0,320,10,1,0,40,0,61,47,1,11,0,0,30,0,1.625967
44,0,300,12,0,0,40,0,305,44,0,13,0,0,25,0,2.031432
38,0,1458,18,0,0,60,1,400,37,0,14,0,0,17,0,2.302585
26,0,700,16,0,0,50,0,500,30,0,16,0,0,8,0,2.525729
24,0,300,5,0,1,40,0,153,22,0,9,1,0,7,1,1.47509
30,0,700,12,0,0,72,0,200,31,0,12,0,0,13,1,1.832582
41,0,481,10,0,0,42,0,80,29,0,14,0,0,9,1,1.609438
25,0,350,14,0,0,40,0,30,24,0,14,0,0,4,1,1.321756
31,0,250,14,0,0,50,0,231,28,0,13,0,0,9,0,1.753538
29,0,400,12,0,0,40,1,170,36,0,12,0,0,18,0,1.670063
60,0,175,13,0,0,18,1,463,59,0,15,0,0,38,0,2.448848
61,0,100,12,0,0,20,0,483,43,0,12,0,1,25,0,2.491137
48,0,438,13,0,0,41,0,318,51,0,14,0,0,31,0,2.073172
28,0,470,15,0,0,45,0,360,29,0,14,0,0,9,0,2.197225
52,1,769,16,0,0,40,1,720,43,0,15,0,0,22,0,3.113515
40,0,450,16,0,0,50,1,400,38,0,18,0,0,14,0,2.813411
29,0,475,10,0,0,40,1,65,25,0,10,0,0,9,0,1.466337
48,0,1350,12,0,0,40,0,600,43,0,15,0,1,22,0,2.70805
43,0,800,17,0,0,50,0,1020,43,0,17,0,0,20,0,2.650892
45,0,596,14,0,0,56,1,176,40,0,12,0,0,22,0,1.838279
33,0,400,12,0,0,40,0,77,33,0,12,0,0,15,1,1.571217
34,0,538,14,0,0,40,0,110,31,0,16,0,0,9,0,1.522427
29,0,570,14,0,0,40,0,315,29,0,16,0,0,7,0,2.063693
33,0,275,12,0,0,40,1,325,31,0,16,0,0,9,0,2.094946
27,0,640,12,0,0,0,0,373,23,0,12,0,0,5,0,2.232699
60,0,482,8,0,0,40,0,336,57,0,13,0,0,38,0,2.128232
39,0,1600,16,0,0,30,0,850,38,0,14,0,0,18,0,3.056357
26,0,596,9,0,0,40,1,250,26,0,16,0,0,4,0,1.832582
59,0,300,12,0,0,60,0,425,59,0,12,0,0,41,0,1.775423
31,0,360,15,0,0,70,0,365,28,0,16,0,1,6,1,2.211018
51,0,364,2,0,1,48,0,180,50,0,2,1,0,42,0,1.504077
40,0,1200,12,0,0,60,0,240,33,0,16,0,0,11,1,2.70805
32,0,385,15,0,1,35,0,320,35,0,16,0,0,13,1,2.079442
41,0,450,18,0,0,60,1,300,39,0,13,0,0,20,0,2.525729
