"husage","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","kidlt6","hrwage"
54,862,12,0,0,39,0,180,53,0,12,0,0,0,6.428571
31,640,12,0,0,48,0,400,30,0,13,0,1,1,8.333333
49,577,18,0,0,40,0,865,50,0,18,0,1,0,15.72727
38,500,13,0,0,40,1,438,32,0,16,0,0,0,10.95
44,400,12,0,0,40,1,288,44,0,12,0,0,0,7.2
53,655,12,0,0,40,0,560,49,0,13,0,0,0,14
54,975,15,0,0,38,0,289,54,0,14,0,0,0,8.257143
27,290,12,1,0,42,0,325,26,1,12,0,0,1,8.125
36,700,16,0,0,40,0,450,33,0,16,0,0,0,11.25
30,810,16,0,0,45,0,340,19,0,12,0,0,1,5.666667
47,1000,13,0,0,60,1,500,49,0,17,0,0,0,12.5
41,373,18,0,0,40,0,850,40,0,18,0,0,1,21.25
39,722,14,0,0,44,1,302,37,0,12,0,0,0,7.55
26,500,12,0,0,50,0,234,22,0,12,0,0,0,5.85
34,680,16,0,0,40,1,210,35,0,15,1,0,0,7.777778
27,300,12,0,0,60,0,275,26,0,12,0,0,1,6.875
42,800,8,1,0,40,1,400,36,1,12,0,1,0,10
37,650,12,1,0,40,1,110,31,1,10,0,0,0,5.5
38,1280,16,0,0,40,1,176,37,0,13,0,0,0,7.333333
37,813,12,0,0,50,1,438,34,0,13,0,0,0,10.95
26,500,16,0,0,48,0,577,35,0,16,0,1,1,18.03125
26,350,12,0,0,50,0,380,26,0,16,0,0,0,9.5
29,350,12,0,0,40,0,360,25,0,9,0,0,1,9
51,500,12,0,0,40,0,240,43,0,12,0,0,0,6
54,520,14,0,0,40,0,500,51,0,12,0,0,0,12.5
23,428,13,0,1,60,0,240,21,0,13,1,0,1,6
60,480,12,0,0,40,0,260,55,0,12,0,0,0,6.5
47,1700,16,0,0,40,1,167,48,0,14,0,1,0,6.68
46,827,12,0,0,50,1,400,42,0,12,0,0,0,13.33333
26,180,12,0,1,32,0,277,22,0,12,1,0,1,6.925
40,750,18,0,0,50,1,400,40,0,18,0,1,0,10
31,730,14,0,0,40,0,450,37,0,16,0,1,1,11.25
57,600,14,0,0,40,0,700,58,0,12,0,0,0,28
40,500,16,0,0,40,0,280,38,0,13,0,0,1,7
39,1923,18,0,0,50,0,1712,33,0,18,0,0,1,42.8
36,900,15,0,0,45,0,252,27,0,12,0,0,1,8.4
44,1200,18,0,0,50,0,349,44,0,16,0,0,0,7.755556
25,400,15,1,0,40,0,240,26,1,12,0,0,0,6
35,812,16,0,0,44,0,400,33,0,16,0,0,1,10
48,560,12,0,0,40,0,497,45,0,14,0,0,0,12.425
28,1000,16,0,0,20,0,500,29,0,14,0,0,1,12.5
37,400,12,0,0,40,1,440,42,0,12,0,0,0,11
35,425,16,0,0,48,0,222,36,0,12,0,0,1,6.342857
40,600,18,0,0,56,1,400,38,0,12,0,0,0,10
52,400,12,0,0,32,0,210,46,0,14,0,0,0,6
59,440,12,0,0,40,1,300,48,0,12,0,0,0,7.5
45,769,17,0,0,45,1,808,44,0,17,0,0,0,20.2
39,175,18,0,0,56,1,350,37,0,16,0,0,0,8.75
49,550,15,0,0,40,0,460,47,0,12,0,0,0,11.5
43,1093,16,1,0,50,1,904,40,1,16,0,1,0,22.6
43,1150,18,1,0,40,1,950,36,1,17,0,1,0,23.75
57,1900,17,0,0,60,0,900,49,0,16,0,0,0,18
35,1154,17,0,0,60,1,300,34,0,16,0,0,0,6.666667
52,923,18,0,0,40,1,500,46,0,16,0,1,0,12.5
50,600,16,0,0,40,0,600,45,0,12,0,0,0,15
41,600,12,0,0,40,0,193,41,0,11,0,0,0,5.361111
36,414,12,0,0,64,1,85,35,0,11,0,0,0,3.541667
28,500,16,0,0,48,0,530,27,0,16,0,0,0,13.25
54,538,10,0,0,40,0,280,50,0,12,0,0,0,7
54,568,12,0,0,40,0,434,48,0,12,0,0,0,10.85
27,567,10,0,0,50,0,274,30,0,10,0,0,1,6.85
45,700,12,0,0,40,0,500,45,0,12,0,0,0,12.5
27,460,12,0,0,40,0,397,22,0,12,0,0,0,9.925
56,395,15,0,1,40,1,375,53,0,15,1,1,0,9.375
42,1200,17,0,0,40,1,700,42,0,17,0,0,0,17.5
51,698,18,0,0,50,1,698,50,0,18,0,0,0,13.96
66,700,18,0,0,40,0,600,53,0,18,0,1,0,15
44,400,13,0,0,40,1,300,43,0,14,0,0,0,7.5
34,680,12,1,0,56,1,294,32,1,14,0,0,0,8.4
42,1500,18,0,0,65,0,529,40,0,16,0,0,0,13.225
39,1200,16,0,0,40,0,500,36,0,18,0,0,1,20.83333
45,570,10,1,0,38,1,890,42,1,12,0,0,0,22.25
29,440,15,0,0,40,1,700,31,0,16,0,0,0,17.5
24,680,14,0,0,40,0,640,28,0,14,0,0,0,16
38,460,16,0,0,60,0,423,38,0,16,0,0,1,10.575
43,550,16,0,0,24,1,260,37,0,14,0,0,0,6.5
44,1000,14,0,0,65,1,577,40,0,18,0,0,0,16.48571
36,350,13,0,0,44,0,320,33,0,12,0,0,1,8
29,320,12,0,0,40,0,256,29,0,12,0,1,1,6.4
48,400,12,0,0,40,1,400,45,0,16,0,1,0,10
62,360,15,0,0,40,0,625,58,0,14,0,0,0,15.625
47,960,16,0,0,50,1,163,46,0,12,0,0,0,4.657143
43,475,16,0,0,55,1,560,40,0,11,0,0,0,14
47,800,18,0,0,45,1,100,46,0,16,0,0,0,3.333333
26,273,12,0,0,40,0,260,27,0,12,0,0,1,6.5
36,1200,14,0,1,40,0,100,40,0,16,1,0,1,4.761905
43,800,18,0,0,40,1,575,39,0,16,0,1,0,14.375
58,600,13,0,0,40,0,625,57,0,16,1,0,0,15.625
37,450,15,0,0,45,1,190,49,0,10,0,0,0,4.75
47,500,12,0,0,58,1,175,45,0,12,0,0,0,5
59,800,11,0,0,40,0,180,56,0,12,0,0,0,5.625
48,520,12,0,0,40,0,415,42,0,12,0,0,0,10.375
48,432,12,0,0,48,1,256,36,0,11,0,0,0,5.688889
26,420,12,0,0,40,0,280,19,0,12,0,0,0,7
47,800,12,0,0,44,1,452,41,0,12,0,1,0,11.3
55,833,15,0,0,40,0,275,54,0,12,0,0,0,8.59375
47,1200,14,0,0,40,1,680,46,0,11,1,1,0,17
30,800,16,0,0,40,0,450,32,0,13,0,0,0,11.25
48,667,12,0,0,40,0,375,47,0,12,0,0,0,9.375
34,587,16,0,0,46,1,403,38,0,18,0,0,0,10.075
30,600,18,0,0,45,0,100,30,0,16,0,0,1,5
46,220,12,0,0,60,0,320,48,0,12,0,1,0,8
40,750,12,0,0,45,0,180,32,0,12,0,0,1,7.5
40,800,18,0,0,32,0,600,38,0,16,0,0,1,13.33333
32,403,16,0,0,35,0,342,28,0,16,0,0,1,8.55
41,280,12,0,0,45,0,300,32,0,12,0,1,1,7.5
43,400,12,0,0,40,1,342,43,0,12,0,1,0,7.125
44,900,15,0,0,40,1,400,35,0,12,0,0,0,10
55,288,12,0,0,36,0,240,52,0,12,0,0,0,9.6
30,400,12,0,0,40,0,300,30,0,14,0,0,1,9.375
38,575,16,0,0,40,1,575,39,0,16,0,1,0,14.375
30,600,16,0,0,50,0,575,29,0,16,0,0,1,14.375
41,450,16,0,0,40,0,392,40,0,16,0,1,0,9.8
35,400,12,0,0,40,0,378,34,0,12,0,0,1,7.875
24,366,16,0,0,43,0,326,24,0,16,0,0,0,8.15
44,540,12,0,0,40,1,360,41,0,14,0,1,0,9
41,520,12,0,0,40,1,346,36,0,12,0,0,0,8.65
53,800,12,0,0,65,0,300,53,0,12,0,0,0,7.5
53,520,12,0,0,40,0,360,51,0,11,0,1,0,9
43,711,18,0,0,55,0,415,43,0,12,0,0,0,9.222222
39,600,12,0,0,45,1,500,39,0,13,0,0,0,12.5
34,315,16,0,0,60,0,420,28,0,13,0,0,0,10.5
27,414,12,0,0,40,0,287,27,0,12,0,0,1,7.175
39,837,17,0,0,38,1,216,36,0,14,0,0,0,9
44,500,13,0,0,40,1,300,41,0,12,0,0,0,7.5
39,725,12,0,0,55,1,293,42,0,15,0,0,0,7.325
59,550,11,0,0,40,0,192,58,0,12,0,0,0,8
42,425,18,0,0,40,1,120,35,0,12,0,0,0,4.285714
48,480,14,1,0,40,1,200,45,1,12,0,0,0,5
31,440,14,1,0,40,0,330,24,1,13,0,1,1,11
48,640,10,0,0,40,0,170,50,0,13,0,0,0,3.777778
38,375,12,0,0,53,1,218,32,0,11,0,0,0,8.72
44,650,14,0,0,48,0,340,30,0,16,0,1,0,8.5
42,200,12,0,0,55,1,238,39,0,12,0,1,0,6.8
23,750,16,0,0,40,0,400,25,0,14,0,0,0,10
33,425,12,0,0,40,1,450,32,0,12,0,0,0,11.25
45,122,13,0,0,27,0,585,41,0,14,0,0,0,9.75
40,840,16,0,0,40,0,218,28,0,8,0,0,1,5.45
38,480,12,0,0,48,1,294,35,0,12,0,0,0,7.35
29,475,16,0,0,38,0,750,26,0,16,0,1,1,15
41,360,12,0,0,40,1,289,38,0,12,0,0,0,7.225
37,559,16,0,0,40,1,900,39,0,16,0,1,0,22.5
33,372,16,0,0,32,0,150,30,0,13,0,0,1,6
47,1000,14,0,0,40,1,1120,44,0,14,0,1,0,28
30,900,16,0,0,40,0,800,31,0,16,0,0,0,20
30,700,16,1,0,40,0,800,31,1,18,0,0,0,20
31,525,16,0,0,50,1,290,42,0,13,0,0,0,7.25
34,1000,16,0,0,40,0,250,26,0,13,0,0,1,10
39,240,15,1,0,32,1,520,30,1,12,0,0,0,13
36,800,12,0,0,40,0,270,31,0,12,0,0,1,6.75
28,220,12,0,0,40,0,200,28,0,12,0,0,0,5
40,714,12,0,0,50,1,85,41,0,12,0,0,0,4.047619
35,1096,18,0,0,50,1,384,34,0,17,0,0,0,10.97143
26,480,12,0,0,40,0,288,25,0,13,0,0,1,7.2
45,200,13,0,0,60,1,125,39,0,12,0,0,0,3.125
56,1067,14,0,0,40,0,1100,52,0,18,0,0,0,27.5
33,400,14,0,0,44,0,350,27,0,17,0,1,0,7.777778
45,750,17,0,0,40,1,750,46,0,17,0,1,0,18.75
30,500,12,0,0,40,0,158,28,0,12,0,0,1,5.266667
47,590,18,0,0,40,1,600,44,0,18,0,1,0,15
36,600,14,0,0,40,1,176,32,0,14,0,0,0,5.866667
33,720,13,0,0,40,1,800,42,0,16,0,0,0,20
48,624,12,0,0,58,1,403,47,0,12,0,0,0,10.075
29,682,16,0,0,40,0,350,30,0,16,0,0,0,8.75
38,1923,16,0,0,50,1,560,37,0,14,0,0,0,11.2
58,846,14,0,0,40,0,160,57,0,12,0,0,0,7.619048
48,715,12,0,0,40,1,515,39,0,18,0,1,0,10.3
35,700,17,0,0,40,0,700,34,0,17,0,1,1,17.5
38,950,16,0,0,50,0,240,32,0,16,1,0,1,5
25,400,12,0,0,40,1,206,26,0,12,0,0,0,5.15
56,800,9,0,0,40,0,500,53,0,12,0,0,0,12.5
48,285,13,0,0,54,0,300,41,0,13,0,0,0,7.5
52,850,12,0,0,40,0,360,49,0,12,0,0,0,9
42,981,18,0,0,48,1,1056,46,0,18,0,0,0,23.46667
32,700,16,0,0,40,0,600,30,0,16,0,1,1,17.14286
27,250,12,0,0,48,0,234,28,0,12,0,0,0,5.85
37,255,12,0,0,30,1,166,36,0,12,0,0,0,4.742857
64,500,5,1,0,40,1,300,54,1,10,0,0,0,7.5
46,865,14,0,0,56,0,250,43,0,12,0,0,0,6.25
51,320,8,1,0,40,0,320,40,1,12,0,0,0,8
43,450,10,0,0,60,1,200,36,0,6,0,0,0,5.555555
35,326,14,0,0,50,1,225,37,0,15,0,0,0,5.625
45,615,16,1,0,40,1,731,43,1,16,0,1,0,18.275
57,816,13,0,0,38,0,192,56,0,12,0,0,0,8
52,612,9,0,0,40,0,660,52,0,12,0,1,0,16.5
45,500,14,0,0,50,0,360,39,0,13,0,0,0,7.2
23,336,12,0,0,40,0,232,23,0,12,0,0,1,5.8
27,400,12,0,0,40,0,325,24,0,12,0,0,0,8.125
53,480,12,0,0,40,1,550,52,0,12,0,0,0,13.75
61,650,13,0,1,40,1,195,51,0,18,1,0,0,6.5
36,750,15,0,0,50,1,225,37,0,14,0,0,0,6.428571
36,800,17,0,0,50,0,220,36,0,14,0,0,1,11
31,890,16,0,0,50,0,615,31,0,16,0,0,0,15.375
37,900,16,0,0,45,0,500,37,0,18,0,1,0,11.11111
26,480,12,0,0,40,0,560,24,0,12,0,0,0,14
51,440,12,0,0,40,0,192,48,0,12,0,0,0,8
33,378,13,0,0,42,0,384,29,0,13,0,0,1,8
40,700,14,0,0,40,0,479,36,0,14,0,1,1,11.975
34,385,12,0,0,44,0,235,24,0,12,0,0,0,5.595238
27,340,13,0,0,50,0,408,26,0,14,0,0,1,10.2
48,950,17,0,0,45,1,730,46,0,16,0,1,0,16.22222
26,750,14,0,0,40,1,394,25,0,11,0,0,0,9.85
57,750,16,0,0,50,0,905,54,0,18,0,0,0,18.1
50,740,18,0,0,40,1,880,46,0,16,0,1,0,22
54,673,17,0,0,60,0,550,53,0,16,0,1,0,11
26,500,13,0,1,48,0,425,22,0,14,0,0,0,10.625
45,1300,16,0,0,40,1,225,42,0,14,0,1,0,6.428571
40,480,13,0,0,34,0,865,44,0,18,0,1,0,21.625
26,325,16,0,0,41,0,442,28,0,16,0,0,0,8.84
29,700,12,0,0,45,0,700,23,0,12,0,1,1,17.5
34,900,12,0,0,45,1,240,32,0,12,0,0,0,6
42,1300,16,0,0,40,1,275,38,0,12,0,0,0,11
29,585,12,0,0,60,0,320,26,0,14,0,0,1,8
39,720,12,0,0,53,0,304,38,0,12,0,0,1,7.6
32,467,12,1,0,40,1,169,31,1,11,0,1,0,6.76
37,369,16,0,0,40,0,346,35,0,16,0,0,1,8.65
44,660,10,1,0,40,0,300,40,1,14,0,1,0,7.5
53,923,11,0,0,50,0,150,50,0,12,0,0,0,7.5
45,695,16,0,0,50,1,596,43,0,16,0,0,0,14.9
22,230,13,0,0,42,0,184,22,0,15,0,0,0,4.6
39,560,12,0,0,32,1,216,33,0,12,0,1,0,6.171429
38,711,16,0,0,45,1,280,39,0,16,0,1,0,7
45,640,12,0,0,42,1,256,37,0,12,0,0,0,6.4
45,400,12,0,0,40,1,300,40,0,12,0,0,0,7.5
38,700,18,0,0,43,1,500,33,0,18,1,0,0,14.28571
37,420,12,0,0,40,0,720,35,0,12,0,0,1,18
40,675,12,0,0,50,0,376,42,0,14,0,0,1,9.4
28,440,13,1,0,46,0,376,27,1,11,0,0,1,9.4
25,300,16,0,0,36,0,230,25,0,16,0,0,0,5.75
36,350,12,0,0,40,1,350,34,0,16,0,1,0,8.75
30,460,12,0,0,59,1,175,29,0,12,0,0,0,5
30,550,12,0,0,40,0,329,30,0,12,0,0,1,8.225
32,300,12,0,1,40,1,330,32,0,9,1,0,0,10.3125
57,1000,14,0,0,20,0,781,55,0,16,0,1,0,19.525
36,1000,14,0,0,50,0,150,23,0,12,0,0,0,7.142857
55,189,10,0,0,50,0,206,50,0,11,0,0,0,4.904762
56,450,11,0,0,40,0,690,51,0,15,0,0,0,17.25
35,528,13,0,0,48,1,405,31,0,12,0,1,0,10.125
32,275,12,0,1,40,0,240,26,0,14,1,0,0,6
52,342,12,0,0,40,0,342,52,0,12,0,0,0,7.6
57,350,9,0,0,40,0,210,57,0,12,0,0,0,5.25
28,280,12,0,0,40,0,320,27,0,14,0,0,1,8
32,330,18,0,0,37,0,548,34,0,18,0,1,1,10.96
36,425,13,0,0,60,1,325,34,0,17,0,1,0,8.125
43,395,7,0,0,40,1,200,41,0,12,0,0,0,4.166667
44,675,18,0,0,50,1,800,48,0,18,0,1,0,20
33,400,12,0,0,54,1,300,31,0,12,0,0,0,7.5
36,412,12,0,0,56,1,330,32,0,12,0,0,0,8.25
31,600,18,0,0,50,0,600,29,0,18,1,0,0,15
34,350,12,0,0,40,0,270,31,0,13,0,0,1,6.75
52,600,12,0,0,40,0,150,47,0,12,0,0,0,7.5
26,550,13,0,0,40,0,180,27,0,13,0,0,1,4.5
35,1000,16,0,0,65,0,1000,33,0,17,0,0,0,25
40,700,12,0,0,40,0,500,39,0,12,0,0,0,11.11111
52,800,12,0,0,35,0,220,52,0,12,0,0,0,5.5
42,789,16,0,0,45,1,414,40,0,14,0,0,0,10.35
24,800,16,0,0,45,0,475,22,0,16,0,0,0,11.875
52,900,18,0,0,40,0,700,52,0,14,0,0,0,17.5
45,600,13,0,0,34,0,168,44,0,12,0,1,0,7
26,250,12,0,0,66,0,354,27,0,14,0,1,1,8.85
44,360,10,0,1,40,0,325,49,0,14,1,0,0,8.125
28,750,16,0,0,40,0,420,24,0,13,0,0,0,10.5
47,950,16,0,0,40,1,150,47,0,17,0,0,0,6.25
47,700,18,0,0,45,0,400,46,0,16,0,0,0,11.42857
35,800,17,0,0,40,1,198,32,0,14,0,0,0,4.95
33,370,16,0,0,60,0,400,33,0,15,0,0,1,8.888889
63,700,12,0,0,24,0,1000,55,0,17,0,1,0,15.15152
49,500,12,0,0,40,1,400,42,0,12,0,0,0,8.333333
47,1230,18,0,0,20,1,460,46,0,16,0,0,0,9.2
22,420,12,0,0,32,0,400,23,0,13,0,0,0,7.407407
29,600,16,0,0,65,0,550,30,0,18,0,1,1,13.75
33,561,13,0,0,21,0,597,33,0,12,0,0,0,14.925
46,1300,12,0,0,52,0,464,46,0,12,0,1,0,14.5
26,275,12,0,0,50,0,226,24,0,16,0,0,1,5.65
48,800,12,0,0,50,0,450,49,0,12,0,0,0,11.25
46,1100,14,0,0,40,1,550,42,0,12,0,0,0,13.75
39,500,18,0,0,40,1,350,36,0,15,0,0,0,8.75
31,800,17,0,0,40,0,360,28,0,17,0,0,1,11.25
43,525,18,0,0,55,1,525,44,0,16,0,1,0,13.125
38,1923,16,0,0,32,0,400,41,0,14,0,0,0,10
43,550,9,0,0,45,1,250,36,0,9,0,1,0,6.25
32,200,14,0,0,35,0,360,30,0,12,0,0,1,9
36,1325,12,0,0,50,0,780,26,0,18,0,0,0,19.5
53,436,16,0,0,40,1,500,45,0,16,0,0,0,12.5
43,480,14,0,0,40,1,260,42,0,13,0,0,0,6.5
38,350,12,0,0,40,1,800,38,0,15,0,0,0,20
34,500,15,0,1,40,0,460,34,0,16,0,0,1,21.90476
41,480,12,0,1,40,0,640,35,0,12,1,0,1,16
22,550,15,0,0,50,0,378,24,0,14,0,0,0,9.45
41,452,14,0,0,40,0,500,33,0,12,0,0,1,12.5
47,1346,18,0,0,60,1,872,37,0,18,0,1,0,14.53333
50,440,12,0,0,40,0,700,49,0,18,0,1,0,17.5
28,550,15,0,0,60,0,247,29,0,12,0,0,1,10.29167
29,360,12,0,0,60,0,300,27,0,10,0,0,1,7.5
42,500,12,0,0,40,1,370,42,0,12,0,0,0,10.57143
33,600,12,0,0,40,0,600,29,0,12,0,0,0,15
31,355,12,0,0,40,0,330,30,0,13,0,0,1,8.25
32,760,16,0,0,35,0,500,30,0,14,0,0,1,14.28571
47,600,12,0,0,50,1,85,41,0,14,0,0,0,4.25
61,445,12,0,0,40,0,341,54,0,14,0,0,0,8.525
34,472,12,0,0,40,1,450,40,0,12,0,1,0,11.25
29,512,14,0,0,32,0,346,27,0,14,0,0,1,8.65
25,175,14,0,0,35,1,272,26,0,13,0,0,0,6.8
29,370,16,0,0,45,0,300,25,0,16,0,0,1,6
35,368,14,1,0,40,1,450,32,1,12,0,0,0,11.25
56,680,12,0,0,40,0,210,55,0,12,0,0,0,7
51,400,12,0,0,28,1,266,49,0,13,0,0,0,6.65
25,400,16,0,0,60,0,500,26,0,16,0,0,0,10
32,750,16,0,0,40,0,320,33,0,16,0,0,1,8
37,250,12,0,0,45,1,174,37,0,12,0,0,0,4.35
44,500,18,0,0,48,0,250,37,0,18,0,0,1,10
40,800,18,0,0,60,1,200,42,0,15,0,0,0,6.666667
40,350,18,0,0,48,1,750,38,0,18,0,0,0,15
33,1014,10,0,0,40,1,168,31,0,12,0,0,0,7
36,310,12,0,0,32,0,368,35,0,16,0,0,0,9.2
29,436,14,0,0,40,0,375,31,0,16,0,1,0,9.375
30,400,12,0,0,40,1,230,27,0,12,0,0,0,5.75
40,600,16,1,0,40,1,438,32,1,16,0,1,0,10.95
41,840,16,0,0,40,0,557,35,0,16,0,0,1,13.925
32,673,16,1,0,40,0,552,30,1,16,0,0,1,13.8
57,988,12,0,0,40,0,558,53,0,12,0,0,0,13.95
47,560,16,0,0,40,1,585,43,0,16,0,0,0,14.625
32,450,14,0,0,45,0,300,31,0,12,0,0,1,10
54,1000,12,0,0,40,0,370,52,0,12,0,0,0,9.25
30,600,16,0,0,56,0,400,30,0,12,0,0,1,10
39,700,16,0,0,40,1,260,39,0,14,0,0,0,6.5
42,574,16,0,0,56,1,225,38,0,12,0,0,0,5.625
56,1100,16,0,0,40,0,550,54,0,16,0,1,0,13.75
33,325,16,0,0,35,0,500,27,0,12,0,0,0,12.5
44,444,12,0,0,24,1,520,41,0,12,0,0,0,13
41,250,12,0,1,35,1,230,36,0,12,1,1,0,5.75
27,325,12,1,0,40,0,280,25,1,12,0,0,0,7
32,1500,15,0,0,65,0,250,32,0,16,0,0,1,8.333333
23,248,14,0,0,45,0,296,24,0,15,0,0,0,7.4
38,944,17,0,0,40,1,652,39,0,17,0,1,0,16.3
60,400,18,0,0,40,0,288,57,0,16,0,0,0,10.66667
62,1154,18,0,0,32,0,865,58,0,18,0,1,0,21.625
39,450,16,1,0,45,1,456,31,1,12,0,1,0,11.4
36,659,12,0,0,40,1,102,34,0,10,0,0,0,4.25
43,260,7,1,0,40,1,170,36,1,14,0,0,0,4.25
43,1450,18,0,0,43,1,450,43,0,18,0,0,0,11.25
36,530,16,0,0,40,0,800,35,0,16,0,1,1,20
28,500,12,0,0,50,0,80,25,0,12,0,0,1,3.2
58,547,12,0,1,40,1,317,51,0,12,1,0,0,7.925
41,506,12,0,0,50,1,226,41,0,12,0,0,0,5.65
28,630,14,0,0,40,0,352,27,0,12,0,0,1,8.8
29,344,11,0,0,40,1,180,27,0,11,0,0,0,4.5
32,500,12,0,0,65,1,277,31,0,12,0,1,0,6.925
53,590,17,0,0,40,0,460,51,0,17,0,0,0,11.5
41,560,14,0,0,40,0,300,34,0,12,0,0,0,7.5
39,800,17,0,0,45,0,1000,40,0,18,0,0,1,22.22222
33,1250,18,0,0,50,0,865,28,0,16,0,0,1,21.625
40,680,14,0,0,32,0,480,40,0,13,0,1,0,12
43,1000,14,0,0,43,1,267,43,0,14,0,0,0,7.628572
34,471,17,0,0,40,0,125,31,0,17,0,0,1,6.25
50,400,14,0,0,40,0,600,47,0,14,0,1,0,15
61,1750,10,0,0,60,0,163,40,0,15,0,0,1,8.15
51,280,8,1,0,40,0,250,45,1,12,0,0,0,6.25
37,420,12,0,0,24,0,180,40,0,13,0,0,1,4.5
56,500,16,0,0,30,0,174,23,1,12,0,0,0,4.35
56,1000,12,0,0,40,1,750,50,0,13,0,0,0,18.75
42,330,10,0,0,40,1,150,40,0,12,0,0,0,5
40,512,12,0,0,52,1,360,37,0,12,0,0,0,9
50,600,12,0,0,40,1,250,46,0,13,0,0,0,6.25
43,846,16,0,0,40,0,500,48,0,13,0,0,1,12.5
49,1000,18,0,0,40,0,300,43,0,12,0,0,0,7.5
32,556,14,0,0,40,0,1300,33,0,18,0,0,1,26
54,880,12,0,0,25,0,496,53,0,12,0,0,0,14.17143
49,500,12,0,0,32,0,490,47,0,12,0,0,0,12.25
36,1000,17,0,0,40,1,720,35,0,14,0,0,0,30
52,415,12,0,0,32,0,350,50,0,14,0,0,0,8.75
29,166,12,0,0,20,0,320,29,0,12,0,0,1,8
35,598,12,0,0,40,1,364,34,0,13,0,0,0,9.1
23,425,14,0,0,60,0,425,23,0,14,0,0,0,10.625
43,650,12,0,0,50,0,500,31,0,16,0,1,1,12.5
56,600,8,0,0,32,0,285,48,0,12,0,0,0,7.916667
58,542,18,0,0,50,1,288,44,0,13,0,0,0,11.52
59,388,15,1,0,50,1,320,50,1,12,0,0,0,8
38,225,10,0,0,24,1,200,37,0,9,0,0,0,5
45,604,12,0,0,30,1,259,40,0,12,0,0,0,6.475
27,638,12,1,0,45,0,352,25,0,12,0,0,1,8.8
30,587,12,0,0,60,0,338,24,0,14,0,0,1,8.45
40,1500,18,0,0,50,1,600,42,0,16,0,0,0,15
36,415,16,1,0,50,0,600,44,0,18,0,1,0,15
61,310,7,1,0,36,0,615,40,0,18,0,1,0,17.57143
26,440,12,0,0,40,0,330,32,0,12,0,0,0,8.25
57,420,12,0,0,40,0,300,56,0,12,0,0,0,8.571428
38,583,10,0,0,50,1,385,38,0,12,0,0,0,9.625
33,865,14,0,0,40,0,865,33,0,16,0,0,1,21.625
39,700,12,0,0,40,1,181,36,0,12,0,0,0,5.65625
44,330,12,0,0,40,1,450,38,0,14,0,0,0,12.85714
25,100,13,1,0,24,0,270,22,0,14,0,0,1,6.75
55,527,12,0,1,40,1,527,41,0,12,0,0,0,13.175
39,930,13,0,0,40,0,188,32,0,12,0,0,1,7.833333
60,485,8,1,0,40,0,431,48,1,12,0,0,0,10.775
37,480,12,0,0,40,0,308,34,0,14,0,0,1,11
40,420,18,0,0,40,0,560,36,0,14,0,0,0,14
27,800,16,0,0,40,0,735,28,0,16,0,0,0,18.375
30,280,17,0,0,40,0,144,30,0,14,0,0,1,6
34,1500,18,0,0,55,0,800,32,0,16,0,0,0,20
42,300,14,0,1,32,1,380,40,0,13,1,0,0,9.5
38,400,15,1,0,40,0,325,41,1,12,0,0,1,8.125
35,750,14,0,0,40,0,575,34,0,13,0,0,0,14.375
20,429,13,0,0,66,0,300,20,0,13,0,0,0,7.5
43,950,16,0,0,40,1,485,33,0,10,0,0,0,12.125
46,480,9,0,0,40,0,321,29,0,12,0,0,0,8.025
33,610,12,1,0,58,0,165,39,1,13,0,0,1,6.6
55,1923,16,0,0,50,0,1500,40,0,18,0,0,1,37.5
29,870,16,0,0,40,0,650,28,0,16,0,0,1,16.25
39,880,14,0,0,32,1,379,39,0,14,0,1,0,15.79167
27,575,12,0,0,54,0,404,28,0,12,0,0,0,8.977777
55,720,14,0,0,40,0,385,59,0,14,0,0,0,7.12963
26,1923,16,0,0,50,0,1800,27,0,17,1,0,0,40
52,1250,13,0,0,40,0,577,50,0,13,0,0,0,12.82222
38,600,14,0,0,40,0,280,28,1,14,0,1,1,7
47,546,13,0,1,35,0,120,42,0,16,1,1,0,4.444445
33,500,14,0,0,40,0,180,32,0,12,0,0,0,9
53,450,8,0,0,40,0,240,50,0,12,0,0,0,6
60,1540,16,0,0,40,0,538,51,0,14,0,0,0,13.45
38,770,16,0,0,32,0,800,30,0,16,0,0,1,20
34,548,18,0,0,48,0,577,42,0,18,0,0,1,12.82222
23,210,15,0,0,40,0,260,23,0,15,0,0,0,6.5
47,1000,16,0,0,60,1,535,46,0,16,0,1,0,19.10714
41,900,14,0,0,50,1,425,39,0,12,0,0,0,12.14286
37,450,8,0,0,50,1,306,34,0,10,0,0,0,7.65
47,673,18,0,0,50,1,240,44,0,16,0,0,0,10
40,680,12,0,0,40,1,608,31,0,12,0,0,0,13.51111
35,1923,18,0,0,40,0,800,32,0,18,0,0,1,22.85714
47,500,13,0,0,45,1,280,40,0,12,0,0,0,7
50,1450,18,0,0,60,0,577,48,0,16,0,0,0,14.425
36,1200,12,0,0,40,1,180,37,0,14,0,0,0,8.571428
29,900,16,0,0,55,0,500,27,0,16,0,1,0,25
49,480,18,0,0,50,0,625,49,0,16,0,0,0,12.5
37,300,14,0,0,40,0,425,36,0,16,0,0,1,10.625
44,286,12,0,0,40,1,524,41,0,13,0,1,0,13.1
49,308,9,0,0,60,1,195,48,0,13,0,0,0,8.125
29,700,12,0,1,50,1,225,26,0,12,1,0,0,9
